idno,netustm,ppltrst,vote,prtvtddk,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
132973,180,8,Yes,Det Radikale Venstre - The Radical Liberal Party,1995,55,Male,1974,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,37,37,60000,Not applicable,76
133013,600,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2010,60,Female,1992,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,37,45,25000,Not applicable,56
133026,550,7,Yes,Liberal Alliance - Liberal Alliance,2010,60,Male,1989,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,42,335000,38000,45
133068,90,5,Yes,Socialdemokratiet - The Social democrats,1979,65,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,31500,Not applicable,42
133120,60,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2002,65,Female,1985,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,35,35,27000,Not applicable,51
133270,120,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1973,Never too young,Male,1947,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,10,10,Not applicable,Not applicable,69
133280,60,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1968,60,Female,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,42,Not applicable,Not applicable,51
133286,Not applicable,8,Yes,Socialdemokratiet - The Social democrats,1958,50,Female,1941,Folkeskole 9.-10. klasse,9,12,12,Not applicable,Not applicable,98
133303,540,4,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1995,60,Male,1980,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",24,37,48,1000000,Not applicable,59
133322,180,7,Yes,Liberal Alliance - Liberal Alliance,1991,50,Male,1973,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,60,70000,Not applicable,49
133413,90,5,Yes,Dansk Folkeparti - Danish People's Party,1979,Never too young,Female,1960,Folkeskole 9.-10. klasse,9,37,37,888,8,51
133427,90,Most people can be trusted,Not eligible to vote,Not applicable,1988,65,Male,1965,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",25,40,40,30000,Not applicable,52
133428,150,Most people can be trusted,Yes,Det Radikale Venstre - The Radical Liberal Party,1992,60,Female,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",26,30,30,29000,35000,68
133529,180,Most people can be trusted,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2006,50,Female,1985,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,37,42,35000,Not applicable,62
133546,300,7,Yes,Socialdemokratiet - The Social democrats,2005,58,Male,1986,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,40,46500,50000,48
133589,420,4,No,Not applicable,2012,65,Male,1993,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16,37,55,31000,Not applicable,51
133621,180,7,Yes,Socialdemokratiet - The Social democrats,2011,60,Male,1989,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16,10,13,Not applicable,Not applicable,48
133640,180,4,Yes,Socialdemokratiet - The Social democrats,1992,60,Female,1973,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,12,12,Not applicable,Not applicable,50
133669,90,7,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1969,65,Male,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,33,33,29000,33000,60
133675,600,8,Yes,Other,2005,30,Male,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,40,38000,Not applicable,47
133683,240,7,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",40,Female,2002,Folkeskole 9.-10. klasse,9,Not applicable,Not applicable,Not applicable,Not applicable,59
133699,30,8,Yes,Socialdemokratiet - The Social democrats,1957,59,Female,1941,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,40,40,Not applicable,Not applicable,50
133835,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1973,60,Female,1953,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13,30,30,Not applicable,Not applicable,44
133842,122,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1967,60,Male,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,37,50,Not applicable,Not applicable,57
133917,120,7,Yes,Socialdemokratiet - The Social democrats,1966,60,Male,1949,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13,14,11,Not applicable,Not applicable,58
133970,120,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1975,60,Male,1956,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,37,70000,Not applicable,51
133972,420,7,No,Not applicable,"Still in parental home, never left 2 months",65,Male,1999,Folkeskole 9.-10. klasse,12,Not applicable,Not applicable,No answer,No answer,57
134109,90,9,Yes,Socialdemokratiet - The Social democrats,1994,Never too young,Female,1976,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,32,34,25000,27000,70
134129,150,8,Yes,Dansk Folkeparti - Danish People's Party,1964,Never too young,Female,1944,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16,32,32,Not applicable,Not applicable,85
134144,Not applicable,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1987,Never too young,Female,1958,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12,35,35,Not applicable,Not applicable,40
134222,540,3,Yes,Dansk Folkeparti - Danish People's Party,2003,55,Male,1981,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",18,37,42,34000,Not applicable,59
134236,120,Most people can be trusted,Yes,Socialdemokratiet - The Social democrats,1977,58,Female,1958,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,37,37,Not applicable,Not applicable,64
134311,300,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2015,40,Male,1994,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,26500,Not applicable,65
134319,480,9,Yes,Refusal,1999,35,Female,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",22,42,50,39000,40000,55
134333,240,9,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",50,Male,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,37,37,25000,Not applicable,59
134358,Not applicable,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1947,Don't know,Female,1933,Folkeskole 6.-8. klasse,8,25,25,Not applicable,Not applicable,37
134376,180,Most people can be trusted,Yes,Liberal Alliance - Liberal Alliance,1987,60,Female,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,Not applicable,40,Not applicable,Not applicable,66
134382,90,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1957,65,Female,1936,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,30,34,Not applicable,Not applicable,61
134584,120,6,Yes,Socialdemokratiet - The Social democrats,2011,Refusal,Female,1987,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,36,36,26000,32000,53
134743,600,6,Yes,Det Konservative Folkeparti - Conservative People's Party,2006,55,Female,1986,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,30,30,34000,30000,49
134747,Not applicable,7,Yes,Dansk Folkeparti - Danish People's Party,1955,Never too young,Male,1942,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",2,40,40,Not applicable,Not applicable,57
134774,150,5,No,Not applicable,1971,66,Male,1952,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",2,55,55,Not applicable,Not applicable,79
134868,Not applicable,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1952,Refusal,Male,1934,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",4,60,60,Not applicable,Not applicable,75
134875,Not applicable,8,Yes,Socialdemokratiet - The Social democrats,Don't know,Don't know,Male,1929,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",10,40,40,No answer,No answer,46
134893,120,9,Yes,Liberal Alliance - Liberal Alliance,1997,60,Male,1976,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",29,50,50,Not applicable,Not applicable,70
134941,240,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1951,Never too young,Male,1931,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13,37,37,Not applicable,Not applicable,61
134970,60,8,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",55,Male,1997,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,40,28000,30000,44
135018,150,6,No,Not applicable,2006,60,Male,1981,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,37,42,34000,Not applicable,75
135022,90,6,Yes,Dansk Folkeparti - Danish People's Party,2012,60,Male,1989,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,40000,Not applicable,65
135153,30,Most people can be trusted,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1988,55,Female,1970,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17,37,40,27500,Not applicable,54
135200,60,8,Yes,Socialdemokratiet - The Social democrats,1976,55,Male,1954,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,Not applicable,Not applicable,Not applicable,Not applicable,59
135221,915,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1967,60,Female,1949,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,50,Not applicable,Not applicable,78
135225,60,6,Yes,Socialdemokratiet - The Social democrats,2001,Never too young,Female,1983,Folkeskole 9.-10. klasse,10,20,20,22000,27000,42
135226,Not applicable,4,Yes,Other,1974,55,Male,1954,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,37,28000,30000,39
135291,180,9,Don't know,Not applicable,2009,50,Female,1992,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,55,Not applicable,Not applicable,56
135394,Not applicable,9,Yes,Socialdemokratiet - The Social democrats,1964,65,Male,1944,Folkeskole 6.-8. klasse,7,37,0,No answer,No answer,57
135405,Not applicable,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1964,55,Female,1948,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,32,34,Not applicable,Not applicable,76
135466,Not applicable,8,Yes,Socialdemokratiet - The Social democrats,1977,60,Male,1959,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,37,39,30000,Not applicable,67
135470,60,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1989,65,Female,1969,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15,30,30,20000,23000,64
135553,120,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1976,60,Male,1957,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",5,37,37,36000,Not applicable,70
135568,600,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2015,60,Male,1995,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,2,5,Not applicable,Not applicable,54
135589,243,9,Yes,Socialdemokratiet - The Social democrats,2016,64,Female,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,8,8,Not applicable,Not applicable,46
135596,435,7,Yes,Don't know,2010,60,Female,1994,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,8,16,Not applicable,Not applicable,51
135687,Not applicable,7,Yes,Socialdemokratiet - The Social democrats,1970,55,Male,1946,Folkeskole 6.-8. klasse,0,37,37,Not applicable,Not applicable,67
135762,150,4,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",30,Male,2003,Folkeskole 6.-8. klasse,9,18,18,Don't know,Not applicable,56
135810,240,Most people can be trusted,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1994,62,Female,1975,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",22,37,37,44000,Not applicable,74
135858,240,5,Yes,Det Konservative Folkeparti - Conservative People's Party,1999,58,Female,1981,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,Not applicable,42,42200,Not applicable,58
135877,120,8,Yes,Socialdemokratiet - The Social democrats,1967,Never too young,Female,1947,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,42,42,Not applicable,Not applicable,60
135905,840,6,Yes,Refusal,1999,65,Male,1981,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,37,55,62000,Not applicable,50
135914,120,7,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",60,Male,2000,Folkeskole 9.-10. klasse,11,0,24,2300,Not applicable,96
135935,120,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,2002,55,Female,1984,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,34,34,27000,Not applicable,65
135974,300,1,No,Not applicable,1973,Don't know,Male,1957,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,14,14,Not applicable,Not applicable,75
136011,420,6,No,Not applicable,2012,60,Female,1992,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,37,38,25000,28500,48
136043,150,8,Yes,No answer,1985,Don't know,Male,1965,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,37,38,36000,43000,75
136078,210,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1994,60,Female,1974,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,50,50,35000,Not applicable,50
136135,300,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1983,60,Male,1967,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,Not applicable,60,1000000,Not applicable,67
136172,480,9,Yes,Det Radikale Venstre - The Radical Liberal Party,1988,60,Male,1967,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,37,45,78000,Not applicable,41
136186,61,Most people can be trusted,Yes,Refusal,1957,Don't know,Male,1938,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,50,50,Not applicable,Not applicable,56
136193,150,Most people can be trusted,Yes,Socialdemokratiet - The Social democrats,1963,50,Female,1945,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",15,37,37,Not applicable,Not applicable,70
136301,180,Most people can be trusted,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1975,Never too young,Female,1955,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",21,35,35,36000,Not applicable,83
136400,120,8,Yes,Socialdemokratiet - The Social democrats,1990,Don't know,Male,1972,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,42,47500,55000,49
136429,Not applicable,5,No,Not applicable,1979,65,Female,1959,Folkeskole 9.-10. klasse,10,10,10,18000,Not applicable,55
136438,30,7,Yes,Dansk Folkeparti - Danish People's Party,1971,Never too young,Male,1955,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",3,37,45,41500,Not applicable,59
136447,122,9,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1969,59,Female,1951,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,37,Not applicable,Not applicable,66
136455,210,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2003,60,Male,1986,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12,37,40,40000,Not applicable,65
136496,Not applicable,5,No,Not applicable,1974,25,Female,1967,Folkeskole 6.-8. klasse,7,37,37,Not applicable,Not applicable,60
136537,300,7,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",65,Female,2001,Folkeskole 9.-10. klasse,9,Not applicable,5,Don't know,Don't know,48
136559,90,7,Yes,Socialdemokratiet - The Social democrats,1980,60,Male,1961,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,37,37,24500,Not applicable,79
136562,180,5,Yes,Dansk Folkeparti - Danish People's Party,2006,55,Male,1985,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,37,55000,Not applicable,52
136662,120,8,Yes,Det Konservative Folkeparti - Conservative People's Party,2002,60,Male,1972,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",24,52,52,1425000,1225000,59
136690,60,8,Yes,Refusal,1974,Refusal,Female,1956,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13,60,60,Refusal,Not applicable,55
136700,600,Most people can be trusted,Yes,Det Radikale Venstre - The Radical Liberal Party,1988,50,Male,1968,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,37,37,45000,Not applicable,67
136756,240,8,Yes,Dansk Folkeparti - Danish People's Party,1994,Never too young,Male,1973,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",3,37,40,30000,Not applicable,58
136806,902,8,Yes,Socialdemokratiet - The Social democrats,1976,20,Male,1957,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",35,37,40,40000,Not applicable,103
136837,300,Most people can be trusted,Yes,Kristendemokraterne - Christian Democrats,1993,65,Female,1977,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,42,34000,37000,62
136941,120,8,Yes,Socialdemokratiet - The Social democrats,1992,60,Male,1971,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,37,37,26000,Not applicable,56
136942,120,7,Yes,Socialdemokratiet - The Social democrats,1981,50,Female,1960,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,37,37,39000,Not applicable,56
137015,420,8,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",60,Male,2002,Folkeskole 9.-10. klasse,10,Not applicable,Not applicable,Not applicable,Not applicable,49
137033,120,6,Yes,Dansk Folkeparti - Danish People's Party,1997,Never too young,Male,1978,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",14,37,37,27000,Not applicable,57
137116,90,8,Yes,Dansk Folkeparti - Danish People's Party,1942,58,Male,1929,Folkeskole 6.-8. klasse,11,48,52,Not applicable,Not applicable,85
137141,120,8,Yes,Dansk Folkeparti - Danish People's Party,1984,64,Female,1966,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,34,36,37000,42000,49
137220,360,8,Yes,Dansk Folkeparti - Danish People's Party,2012,Don't know,Male,1993,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,37,37,24400,Not applicable,66
137226,30,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1963,62,Female,1946,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13,37,38,Not applicable,Not applicable,80
137237,20,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1997,50,Female,1979,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,23000,Not applicable,67
137434,120,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1962,50,Female,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,40,Not applicable,Not applicable,45
137455,180,5,Yes,Dansk Folkeparti - Danish People's Party,1974,65,Female,1956,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,10,10,Not applicable,Not applicable,58
137482,120,Most people can be trusted,Yes,Det Radikale Venstre - The Radical Liberal Party,1966,50,Male,1946,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",28,37,37,Not applicable,Not applicable,47
137500,120,4,No,Not applicable,"Still in parental home, never left 2 months",55,Male,1999,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,20,37,11500,Not applicable,48
137618,180,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2006,60,Female,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,Not applicable,Not applicable,58
137712,180,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2000,60,Male,1983,Universitetsbachelor. 1. del af kandidatuddannelse,17,50,50,55000,60000,59
137715,65,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1968,60,Female,1948,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",3,37,37,Not applicable,Not applicable,123
137723,240,6,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",64,Male,1999,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,25,25,10000,12000,64
137738,Not applicable,2,Yes,Socialdemokratiet - The Social democrats,1963,62,Female,1943,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",11,37,42,Not applicable,Not applicable,51
137864,180,7,No,Not applicable,2012,65,Female,1988,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17,37,39,15000,23000,50
137906,60,5,Yes,Socialdemokratiet - The Social democrats,2011,45,Female,1991,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,32,36,25000,30000,61
137972,360,7,Yes,Socialdemokratiet - The Social democrats,2017,50,Female,1995,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,10,10,Not applicable,Not applicable,89
138036,600,4,No,Not applicable,1985,45,Female,1965,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,37,Not applicable,Not applicable,54
138097,540,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1981,Never too young,Male,1957,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",18,37,45,49000,53000,84
138187,360,8,No,Not applicable,1996,45,Male,1984,Universitetsbachelor. 1. del af kandidatuddannelse,16,10,11,Not applicable,Not applicable,70
138204,240,9,Yes,Socialdemokratiet - The Social democrats,1984,60,Female,1964,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,40,42000,Not applicable,62
138302,60,5,Yes,Socialdemokratiet - The Social democrats,2002,70,Female,1983,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13,25,25,Refusal,Not applicable,45
138400,120,4,Yes,Socialdemokratiet - The Social democrats,1969,60,Male,1949,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,38,40,Not applicable,Not applicable,72
138455,150,8,Yes,Alternativet - The Alternative,1979,60,Male,1959,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",21,35,35,Refusal,Not applicable,42
138500,120,7,Yes,Det Konservative Folkeparti - Conservative People's Party,2002,50,Female,1982,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",17,35,35,27000,31000,56
138508,90,9,Yes,Dansk Folkeparti - Danish People's Party,1982,65,Female,1965,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,37,Not applicable,Not applicable,57
138600,390,7,Yes,Socialdemokratiet - The Social democrats,1982,Don't know,Male,1964,Folkeskole 9.-10. klasse,10,37,39,42000,Not applicable,39
138604,30,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1976,60,Male,1954,Other,12,20,24,230000,Not applicable,45
138606,660,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2001,Don't know,Male,1989,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15,37,37,420000,Not applicable,51
138629,Not applicable,9,Yes,Socialdemokratiet - The Social democrats,1962,60,Male,1946,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",5,37,37,Not applicable,Not applicable,49
138650,270,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2018,50,Male,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,5,5,Not applicable,Not applicable,42
138749,360,7,Yes,Socialdemokratiet - The Social democrats,2015,45,Female,1995,Universitetsbachelor. 1. del af kandidatuddannelse,15,5,5,Not applicable,Not applicable,57
138758,60,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1955,50,Female,1940,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,30,30,Not applicable,Not applicable,53
138761,300,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1971,62,Male,1956,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",23,37,41,53000,Not applicable,46
138770,90,8,Yes,Refusal,1987,60,Male,1966,Folkeskole 9.-10. klasse,10,37,37,Refusal,Refusal,65
138834,420,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1990,Don't know,Female,1965,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14,37,37,38000,Not applicable,50
138846,20,8,Yes,Alternativet - The Alternative,1984,50,Female,1964,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,36000,Not applicable,55
138878,300,Most people can be trusted,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1989,Never too young,Female,1967,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,25,40,26000,30000,59
138910,450,7,Yes,Alternativet - The Alternative,1982,60,Female,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",36,35,35,26500,Not applicable,53
138933,Not applicable,6,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1957,Never too young,Female,1939,Folkeskole 6.-8. klasse,40,Not applicable,Not applicable,Not applicable,Not applicable,46
138958,540,3,Not eligible to vote,Not applicable,"Still in parental home, never left 2 months",59,Male,2003,Folkeskole 6.-8. klasse,9,Not applicable,Not applicable,Not applicable,Not applicable,51
138992,150,Most people can be trusted,Yes,Socialdemokratiet - The Social democrats,1978,70,Male,1960,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,39,28000,45000,49
139028,180,5,Not eligible to vote,Not applicable,2009,Never too young,Male,1986,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",16,48,48,35000,Not applicable,66
139040,Not applicable,6,Yes,Dansk Folkeparti - Danish People's Party,2013,62,Male,1993,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,40,40,26000,40000,49
139044,120,6,Yes,Don't know,1973,Never too young,Female,1954,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,21,21,Not applicable,Not applicable,93
